Company,Technology,Mentions_SocialMedia,Mentions_Internet,Market_Penetration (%),Sentiment_SocialMedia,Sentiment_Internet,Innovation_Index,Category,Region,Revenue_Estimate (USD),Employee_Count,Date,Sentiment_Score_SocialMedia,Sentiment_Score_Internet,Growth_Rate_Mentions_SocialMedia,Growth_Rate_Mentions_Internet
PalmoTek,Precision Agriculture,206,277,22.85,positif,négatif,6,IoT,Tunisia,3994949,944,2024-11-16,1,-1,-0.10043668122270744,0.05323193916349811
PalmoTek,Drones for Crop Monitoring,317,215,28.55,positif,neutre,3,Climate Change,Global,2136158,591,2024-11-16,1,0,0.5388349514563107,-0.223826714801444
PalmoTek,Drones for Crop Monitoring,149,125,5.74,neutre,négatif,4,Climate Change,Global,1198775,500,2024-11-16,0,-1,-0.5299684542586751,-0.41860465116279066
PalmoTek,Smart Irrigation,129,91,11.63,négatif,neutre,3,Water Management,North Africa,2908551,968,2024-11-16,-1,0,-0.13422818791946312,-0.272
PalmoTek,AI in Agriculture,251,159,23.96,positif,positif,6,Water Management,Tunisia,1225273,794,2024-11-16,1,1,0.945736434108527,0.7472527472527473
PalmoTek,IoT for Farming,440,29,19.71,positif,neutre,1,Climate Change,Sub-Saharan Africa,855961,245,2024-11-16,1,0,0.7529880478087649,-0.8176100628930818
PalmoTek,Sustainable Agriculture,146,230,22.41,neutre,neutre,2,Precision Agriculture,Sub-Saharan Africa,2812498,747,2024-11-16,0,0,-0.6681818181818182,6.931034482758621
PalmoTek,Water Management,101,126,1.92,négatif,positif,2,Smart Irrigation,North Africa,4976267,77,2024-11-16,-1,1,-0.3082191780821918,-0.4521739130434783
PalmoTek,IoT for Farming,35,66,18.64,neutre,négatif,4,Precision Agriculture,Europe,4394756,243,2024-11-16,0,-1,-0.6534653465346535,-0.47619047619047616
PalmoTek,IoT for Farming,60,267,22.42,positif,neutre,3,Water Management,North Africa,1177514,707,2024-11-16,1,0,0.7142857142857142,3.045454545454546
PalmoTek,Smart Irrigation,485,230,23.39,négatif,neutre,7,IoT,Global,2556707,912,2024-11-16,-1,0,7.083333333333334,-0.13857677902621723
PalmoTek,Drones for Crop Monitoring,226,106,12.64,neutre,neutre,8,Water Management,North Africa,3710377,94,2024-11-16,0,0,-0.534020618556701,-0.5391304347826087
PalmoTek,AI in Agriculture,105,219,12.11,positif,positif,1,IoT,Tunisia,2729105,191,2024-11-16,1,1,-0.5353982300884956,1.0660377358490565
PalmoTek,Smart Irrigation,292,216,13.35,neutre,négatif,8,Sustainability,Tunisia,649994,630,2024-11-16,0,-1,1.7809523809523808,-0.013698630136986356
PalmoTek,Agricultural Robotics,185,22,22.52,positif,neutre,6,Climate Change,Global,1981789,598,2024-11-16,1,0,-0.3664383561643836,-0.8981481481481481
PalmoTek,Sustainable Agriculture,94,186,23.74,négatif,neutre,4,Smart Irrigation,North Africa,2884343,61,2024-11-16,-1,0,-0.49189189189189186,7.454545454545455
PalmoTek,Sustainable Agriculture,25,130,13.5,positif,positif,6,IoT,Global,3809272,998,2024-11-16,1,1,-0.7340425531914894,-0.30107526881720426
PalmoTek,AI in Agriculture,380,246,10.56,positif,positif,3,Robotics,Tunisia,2973317,112,2024-11-16,1,1,14.2,0.8923076923076922
PalmoTek,Agricultural Robotics,230,145,14.09,positif,neutre,1,Drones,Tunisia,1293106,939,2024-11-16,1,0,-0.39473684210526316,-0.41056910569105687
PalmoTek,Agricultural Robotics,240,146,11.54,neutre,positif,3,Sustainability,North Africa,2628440,515,2024-11-16,0,1,0.04347826086956519,0.006896551724137945
PalmoTek,IoT for Farming,400,151,16.99,positif,positif,7,Sustainability,North Africa,494237,250,2024-11-16,1,1,0.6666666666666667,0.03424657534246567
PalmoTek,Climate-Smart Agriculture,34,151,1.17,neutre,positif,6,Robotics,Tunisia,2833593,642,2024-11-16,0,1,-0.915,0.0
PalmoTek,Climate-Smart Agriculture,138,290,12.56,négatif,positif,4,Robotics,Europe,4792811,257,2024-11-16,-1,1,3.0588235294117645,0.9205298013245033
PalmoTek,Water Management,318,256,18.89,positif,négatif,6,Drones,North Africa,2444417,765,2024-11-16,1,-1,1.3043478260869565,-0.11724137931034484
PalmoTek,Agricultural Robotics,252,270,27.37,négatif,négatif,5,Water Management,North Africa,1810949,476,2024-11-16,-1,-1,-0.2075471698113207,0.0546875
PalmoTek,Smart Irrigation,262,221,19.97,neutre,négatif,7,AI,Sub-Saharan Africa,3146804,774,2024-11-16,0,-1,0.039682539682539764,-0.18148148148148147
PalmoTek,Climate-Smart Agriculture,223,43,3.84,négatif,neutre,10,Drones,Global,532319,268,2024-11-16,-1,0,-0.14885496183206104,-0.8054298642533937
PalmoTek,Water Management,188,146,17.84,négatif,positif,2,AI,Global,2699220,510,2024-11-16,-1,1,-0.15695067264573992,2.395348837209302
PalmoTek,Drones for Crop Monitoring,471,47,5.55,positif,neutre,1,Water Management,Europe,3375385,903,2024-11-16,1,0,1.5053191489361701,-0.678082191780822
PalmoTek,Agricultural Robotics,319,106,24.79,neutre,positif,3,Robotics,Tunisia,2128350,199,2024-11-16,0,1,-0.32271762208067944,1.2553191489361701
PalmoTek,Drones for Crop Monitoring,205,113,10.22,neutre,positif,2,Drones,Tunisia,700663,903,2024-11-16,0,1,-0.3573667711598746,0.0660377358490567
PalmoTek,Agricultural Robotics,206,121,23.23,positif,neutre,3,Sustainability,North Africa,3253440,444,2024-11-16,1,0,0.004878048780487809,0.07079646017699126
PalmoTek,Water Management,238,144,3.89,positif,positif,2,IoT,Sub-Saharan Africa,3388395,288,2024-11-17,1,1,0.15533980582524265,0.1900826446280992
PalmoTek,IoT for Farming,22,40,2.95,positif,positif,9,Sustainability,Europe,4181937,86,2024-11-17,1,1,-0.907563025210084,-0.7222222222222222
PalmoTek,AI in Agriculture,407,10,25.58,positif,positif,4,Precision Agriculture,North Africa,3365527,354,2024-11-17,1,1,17.5,-0.75
PalmoTek,Sustainable Agriculture,322,184,18.25,positif,positif,8,Water Management,Sub-Saharan Africa,4808201,897,2024-11-17,1,1,-0.20884520884520885,17.4
PalmoTek,Water Management,417,116,6.19,neutre,négatif,3,Water Management,Europe,3311166,678,2024-11-17,0,-1,0.29503105590062106,-0.3695652173913043
PalmoTek,Sustainable Agriculture,88,174,23.04,négatif,positif,1,Drones,Europe,76904,140,2024-11-17,-1,1,-0.7889688249400479,0.5
PalmoTek,Agriculture 4.0,326,210,22.84,neutre,négatif,7,Climate Change,North Africa,1041497,817,2024-11-17,0,-1,2.7045454545454546,0.2068965517241379
PalmoTek,Sustainable Agriculture,214,294,13.62,positif,neutre,7,Climate Change,Global,829445,690,2024-11-17,1,0,-0.34355828220858897,0.3999999999999999
PalmoTek,Sustainable Agriculture,473,298,1.92,neutre,neutre,9,Drones,Tunisia,3592130,811,2024-11-17,0,0,1.2102803738317758,0.013605442176870763
PalmoTek,Drones for Crop Monitoring,11,213,0.88,neutre,négatif,4,Sustainability,Sub-Saharan Africa,814998,625,2024-11-17,0,-1,-0.9767441860465116,-0.28523489932885904
PalmoTek,Precision Agriculture,13,228,5.45,positif,négatif,3,AI,Tunisia,4226135,584,2024-11-17,1,-1,0.18181818181818188,0.07042253521126751
PalmoTek,Agriculture 4.0,245,21,2.81,neutre,neutre,7,Robotics,North Africa,2026717,513,2024-11-17,0,0,17.846153846153847,-0.9078947368421053
PalmoTek,Agriculture 4.0,82,297,12.48,positif,neutre,7,AI,Europe,725064,24,2024-11-17,1,0,-0.6653061224489796,13.142857142857142
PalmoTek,Drones for Crop Monitoring,180,43,21.5,négatif,neutre,1,Smart Irrigation,Sub-Saharan Africa,1022394,397,2024-11-17,-1,0,1.1951219512195124,-0.8552188552188552
PalmoTek,Drones for Crop Monitoring,462,201,20.51,neutre,positif,6,Smart Irrigation,North Africa,4481506,859,2024-11-17,0,1,1.5666666666666669,3.674418604651163
PalmoTek,AI in Agriculture,382,286,12.01,neutre,neutre,7,IoT,North Africa,1196026,589,2024-11-17,0,0,-0.17316017316017318,0.42288557213930345
PalmoTek,Agricultural Robotics,294,43,9.52,négatif,positif,8,Precision Agriculture,Tunisia,2583143,621,2024-11-17,-1,1,-0.23036649214659688,-0.8496503496503497
PalmoTek,IoT for Farming,299,248,15.25,positif,positif,9,Drones,Europe,2533661,972,2024-11-17,1,1,0.017006802721088343,4.767441860465116
PalmoTek,Smart Irrigation,244,25,9.9,négatif,négatif,9,Robotics,North Africa,4120681,820,2024-11-17,-1,-1,-0.18394648829431437,-0.8991935483870968
PalmoTek,IoT for Farming,470,122,13.87,négatif,négatif,8,Water Management,Global,2763010,371,2024-11-17,-1,-1,0.9262295081967213,3.88
PalmoTek,AI in Agriculture,109,112,28.97,négatif,neutre,4,Drones,Sub-Saharan Africa,711592,806,2024-11-17,-1,0,-0.7680851063829788,-0.08196721311475408
PalmoTek,Agriculture 4.0,104,139,27.9,neutre,négatif,5,Smart Irrigation,Tunisia,830825,206,2024-11-17,0,-1,-0.04587155963302747,0.2410714285714286
PalmoTek,Water Management,170,249,29.61,neutre,neutre,3,Sustainability,Tunisia,1675859,599,2024-11-17,0,0,0.6346153846153846,0.7913669064748201
PalmoTek,Agricultural Robotics,447,128,12.26,positif,négatif,10,IoT,Sub-Saharan Africa,437884,916,2024-11-17,1,-1,1.6294117647058823,-0.48594377510040165
PalmoTek,Agriculture 4.0,176,75,22.71,négatif,neutre,8,Technology Adoption,Tunisia,3431765,821,2024-11-17,-1,0,-0.6062639821029083,-0.4140625
PalmoTek,Drones for Crop Monitoring,229,136,28.39,négatif,neutre,1,Sustainability,Tunisia,4092520,989,2024-11-17,-1,0,0.30113636363636354,0.8133333333333332
PalmoTek,IoT for Farming,278,299,17.93,neutre,négatif,4,Technology Adoption,Europe,2177665,564,2024-11-17,0,-1,0.2139737991266375,1.198529411764706
PalmoTek,Sustainable Agriculture,320,279,16.01,neutre,neutre,9,Technology Adoption,Europe,910737,199,2024-11-17,0,0,0.15107913669064743,-0.06688963210702337
PalmoTek,Drones for Crop Monitoring,482,14,8.3,neutre,positif,10,Smart Irrigation,Europe,3764779,378,2024-11-17,0,1,0.5062500000000001,-0.9498207885304659
PalmoTek,AI in Agriculture,60,281,11.88,neutre,négatif,6,Drones,Global,497050,768,2024-11-17,0,-1,-0.8755186721991701,19.071428571428573
PalmoTek,Water Management,331,203,10.02,négatif,neutre,7,Climate Change,Tunisia,2321705,197,2024-11-18,-1,0,4.516666666666667,-0.2775800711743772
PalmoTek,Climate-Smart Agriculture,492,159,21.77,neutre,négatif,6,IoT,North Africa,2623465,498,2024-11-18,0,-1,0.48640483383685806,-0.21674876847290636
PalmoTek,IoT for Farming,309,245,4.31,positif,négatif,3,Robotics,Global,108586,993,2024-11-18,1,-1,-0.3719512195121951,0.5408805031446542
PalmoTek,IoT for Farming,295,165,17.44,neutre,neutre,8,Robotics,Europe,2903772,68,2024-11-18,0,0,-0.04530744336569581,-0.326530612244898
PalmoTek,AI in Agriculture,364,154,27.06,neutre,négatif,10,IoT,North Africa,2615413,609,2024-11-18,0,-1,0.23389830508474585,-0.06666666666666665
PalmoTek,Water Management,210,289,28.06,neutre,neutre,8,AI,Europe,3126732,845,2024-11-18,0,0,-0.42307692307692313,0.8766233766233766
PalmoTek,IoT for Farming,42,173,1.76,positif,positif,9,Precision Agriculture,Sub-Saharan Africa,3688754,292,2024-11-18,1,1,-0.8,-0.40138408304498274
PalmoTek,Agricultural Robotics,48,208,0.69,négatif,positif,2,Smart Irrigation,Sub-Saharan Africa,613780,720,2024-11-18,-1,1,0.1428571428571428,0.20231213872832376
PalmoTek,Sustainable Agriculture,109,267,16.15,positif,positif,3,IoT,Global,1717555,662,2024-11-18,1,1,1.2708333333333335,0.28365384615384626
PalmoTek,IoT for Farming,298,168,26.17,neutre,négatif,8,Technology Adoption,Sub-Saharan Africa,2028968,689,2024-11-18,0,-1,1.7339449541284404,-0.3707865168539326
PalmoTek,Water Management,24,263,6.13,positif,positif,4,Sustainability,Sub-Saharan Africa,665286,140,2024-11-18,1,1,-0.9194630872483222,0.5654761904761905
PalmoTek,AI in Agriculture,199,194,24.54,négatif,positif,4,Water Management,Europe,4602870,402,2024-11-18,-1,1,7.291666666666666,-0.2623574144486692
PalmoTek,Precision Agriculture,347,216,15.66,positif,neutre,10,Climate Change,Europe,2711337,678,2024-11-18,1,0,0.743718592964824,0.11340206185567014
PalmoTek,Sustainable Agriculture,338,280,6.5,neutre,neutre,2,Technology Adoption,North Africa,708978,63,2024-11-18,0,0,-0.025936599423631135,0.2962962962962963
PalmoTek,Agriculture 4.0,472,136,15.95,négatif,négatif,9,IoT,Europe,2969795,543,2024-11-18,-1,-1,0.39644970414201186,-0.5142857142857142
PalmoTek,IoT for Farming,145,52,11.96,positif,positif,2,Smart Irrigation,North Africa,4014861,658,2024-11-18,1,1,-0.6927966101694916,-0.6176470588235294
PalmoTek,AI in Agriculture,153,79,10.99,neutre,neutre,8,Robotics,Global,1445389,655,2024-11-19,0,0,0.05517241379310356,0.5192307692307692
PalmoTek,AI in Agriculture,196,269,18.7,neutre,négatif,5,Drones,North Africa,439725,941,2024-11-19,0,-1,0.2810457516339868,2.4050632911392404
PalmoTek,Smart Irrigation,315,139,4.38,négatif,négatif,7,Drones,Sub-Saharan Africa,2753786,148,2024-11-19,-1,-1,0.6071428571428572,-0.483271375464684
PalmoTek,IoT for Farming,480,89,14.95,neutre,négatif,2,Robotics,Europe,1584467,520,2024-11-19,0,-1,0.5238095238095237,-0.3597122302158273
PalmoTek,Agriculture 4.0,225,221,18.74,positif,neutre,10,Technology Adoption,Tunisia,851417,901,2024-11-19,1,0,-0.53125,1.4831460674157304
PalmoTek,Precision Agriculture,300,78,2.75,positif,neutre,3,IoT,Europe,3510590,831,2024-11-19,1,0,0.33333333333333326,-0.6470588235294117
PalmoTek,AI in Agriculture,228,49,24.98,neutre,négatif,2,Precision Agriculture,Europe,1124771,476,2024-11-19,0,-1,-0.24,-0.3717948717948718
PalmoTek,Drones for Crop Monitoring,131,219,28.99,positif,positif,2,Climate Change,North Africa,2274249,454,2024-11-19,1,1,-0.42543859649122806,3.4693877551020407
PalmoTek,Drones for Crop Monitoring,495,106,8.85,neutre,négatif,3,AI,Tunisia,1022909,69,2024-11-19,0,-1,2.7786259541984735,-0.5159817351598174
PalmoTek,Sustainable Agriculture,290,28,6.96,négatif,négatif,7,Technology Adoption,Europe,2084812,513,2024-11-19,-1,-1,-0.41414141414141414,-0.7358490566037736
PalmoTek,Agricultural Robotics,485,173,21.12,neutre,négatif,9,Smart Irrigation,Tunisia,828052,388,2024-11-19,0,-1,0.6724137931034482,5.178571428571429
PalmoTek,Water Management,219,46,6.87,positif,neutre,10,Smart Irrigation,Sub-Saharan Africa,1191068,398,2024-11-19,1,0,-0.5484536082474227,-0.7341040462427746
PalmoTek,IoT for Farming,85,281,19.33,positif,neutre,2,Climate Change,Sub-Saharan Africa,3499062,442,2024-11-19,1,0,-0.6118721461187215,5.108695652173913
PalmoTek,Climate-Smart Agriculture,129,42,10.97,négatif,positif,7,Drones,Europe,818762,781,2024-11-19,-1,1,0.5176470588235293,-0.8505338078291815
PalmoTek,Agricultural Robotics,457,274,4.47,positif,positif,8,Smart Irrigation,Europe,3571763,957,2024-11-19,1,1,2.5426356589147288,5.523809523809524
PalmoTek,Water Management,30,100,12.2,positif,négatif,2,Precision Agriculture,Global,4103561,821,2024-11-19,1,-1,-0.9343544857768052,-0.635036496350365
PalmoTek,Agricultural Robotics,156,90,16.34,négatif,neutre,3,Water Management,Europe,3396251,54,2024-11-19,-1,0,4.2,-0.09999999999999998
PalmoTek,Agricultural Robotics,239,29,22.98,négatif,négatif,8,IoT,North Africa,3579114,60,2024-11-19,-1,-1,0.5320512820512822,-0.6777777777777778
PalmoTek,Climate-Smart Agriculture,395,218,22.74,négatif,négatif,10,Technology Adoption,Global,4187831,172,2024-11-19,-1,-1,0.6527196652719665,6.517241379310345
PalmoTek,Agriculture 4.0,30,280,28.45,positif,positif,2,Climate Change,Sub-Saharan Africa,4255596,348,2024-11-19,1,1,-0.9240506329113924,0.2844036697247707
PalmoTek,Drones for Crop Monitoring,29,207,5.44,négatif,positif,2,Sustainability,Europe,2085611,630,2024-11-19,-1,1,-0.033333333333333326,-0.2607142857142857
PalmoTek,Drones for Crop Monitoring,386,103,2.92,neutre,neutre,3,AI,North Africa,1001277,506,2024-11-19,0,0,12.310344827586206,-0.5024154589371981
PalmoTek,Climate-Smart Agriculture,263,136,15.13,positif,négatif,2,Drones,Global,4305997,767,2024-11-19,1,-1,-0.31865284974093266,0.3203883495145632
PalmoTek,AI in Agriculture,423,18,13.68,neutre,négatif,7,Drones,Global,3468656,382,2024-11-19,0,-1,0.6083650190114069,-0.8676470588235294
PalmoTek,Agriculture 4.0,90,67,21.13,positif,neutre,1,Robotics,Global,4860725,41,2024-11-19,1,0,-0.7872340425531915,2.7222222222222223
PalmoTek,AI in Agriculture,242,90,10.52,neutre,négatif,3,Smart Irrigation,Global,4316389,559,2024-11-19,0,-1,1.688888888888889,0.34328358208955234
PalmoTek,Drones for Crop Monitoring,164,267,29.52,neutre,neutre,7,Technology Adoption,Europe,1934224,123,2024-11-19,0,0,-0.3223140495867769,1.9666666666666668
PalmoTek,Sustainable Agriculture,122,223,17.69,positif,neutre,2,Water Management,Sub-Saharan Africa,1673485,505,2024-11-19,1,0,-0.25609756097560976,-0.16479400749063666
PalmoTek,Climate-Smart Agriculture,442,200,9.8,négatif,neutre,3,Sustainability,Tunisia,4017270,703,2024-11-19,-1,0,2.622950819672131,-0.10313901345291476
PalmoTek,Precision Agriculture,61,216,0.8,positif,positif,1,Technology Adoption,Sub-Saharan Africa,2697384,921,2024-11-19,1,1,-0.8619909502262444,0.08000000000000007
PalmoTek,Drones for Crop Monitoring,259,184,29.43,neutre,positif,3,Smart Irrigation,Global,2187620,921,2024-11-19,0,1,3.245901639344262,-0.14814814814814814
PalmoTek,IoT for Farming,96,55,23.02,négatif,négatif,8,Technology Adoption,Global,4623345,18,2024-11-19,-1,-1,-0.6293436293436294,-0.7010869565217391
PalmoTek,AI in Agriculture,415,127,12.89,positif,négatif,1,Climate Change,Sub-Saharan Africa,3182725,709,2024-11-19,1,-1,3.322916666666667,1.309090909090909
PalmoTek,Water Management,486,67,24.1,positif,négatif,4,Robotics,Sub-Saharan Africa,2672716,127,2024-11-19,1,-1,0.17108433734939754,-0.4724409448818898
PalmoTek,AI in Agriculture,250,53,0.86,négatif,négatif,7,Smart Irrigation,North Africa,4542847,241,2024-11-19,-1,-1,-0.48559670781893005,-0.20895522388059706
PalmoTek,Agriculture 4.0,238,191,10.77,positif,positif,3,AI,North Africa,1985711,588,2024-11-19,1,1,-0.04800000000000004,2.6037735849056602
PalmoTek,Agricultural Robotics,176,228,1.48,négatif,négatif,7,AI,Europe,2759574,810,2024-11-19,-1,-1,-0.26050420168067223,0.19371727748691092
PalmoTek,Sustainable Agriculture,490,117,19.7,neutre,neutre,6,Robotics,Sub-Saharan Africa,106866,949,2024-11-19,0,0,1.7840909090909092,-0.48684210526315785
PalmoTek,Agriculture 4.0,274,127,3.18,négatif,positif,3,Water Management,Tunisia,1045288,425,2024-11-19,-1,1,-0.4408163265306122,0.08547008547008539
PalmoTek,AI in Agriculture,365,29,27.66,neutre,positif,6,Sustainability,Europe,231551,778,2024-11-20,0,1,0.332116788321168,-0.7716535433070866
PalmoTek,Smart Irrigation,323,244,21.57,positif,positif,9,Sustainability,Global,2836144,517,2024-11-20,1,1,-0.1150684931506849,7.413793103448276
PalmoTek,Drones for Crop Monitoring,425,52,6.88,positif,neutre,6,Sustainability,North Africa,2254833,293,2024-11-20,1,0,0.3157894736842106,-0.7868852459016393
PalmoTek,Sustainable Agriculture,75,255,23.75,neutre,positif,9,Technology Adoption,Sub-Saharan Africa,4481500,708,2024-11-20,0,1,-0.8235294117647058,3.903846153846154
PalmoTek,IoT for Farming,319,33,11.14,positif,positif,4,Drones,Europe,3254572,771,2024-11-20,1,1,3.253333333333333,-0.8705882352941177
PalmoTek,Smart Irrigation,57,268,29.97,positif,positif,9,Drones,North Africa,2727185,84,2024-11-20,1,1,-0.8213166144200628,7.121212121212121
PalmoTek,AI in Agriculture,337,11,11.0,neutre,neutre,7,Water Management,Global,581882,583,2024-11-20,0,0,4.912280701754386,-0.9589552238805971
PalmoTek,Drones for Crop Monitoring,73,14,27.85,positif,négatif,5,Smart Irrigation,Global,251989,817,2024-11-20,1,-1,-0.7833827893175074,0.2727272727272727
PalmoTek,Smart Irrigation,449,165,28.71,positif,négatif,5,Climate Change,Global,2308491,254,2024-11-20,1,-1,5.1506849315068495,10.785714285714286
PalmoTek,Drones for Crop Monitoring,422,89,29.34,neutre,positif,9,IoT,Sub-Saharan Africa,1071175,203,2024-11-20,0,1,-0.060133630289532336,-0.4606060606060606
PalmoTek,IoT for Farming,342,28,6.39,négatif,négatif,7,AI,North Africa,2746109,733,2024-11-20,-1,-1,-0.18957345971563977,-0.6853932584269663
PalmoTek,Agriculture 4.0,457,49,29.59,négatif,positif,4,Precision Agriculture,Global,3935728,441,2024-11-20,-1,1,0.3362573099415205,0.75
PalmoTek,Agricultural Robotics,420,183,18.73,négatif,positif,6,Smart Irrigation,Global,4904695,822,2024-11-20,-1,1,-0.08096280087527352,2.7346938775510203
PalmoTek,Water Management,202,78,2.29,négatif,neutre,6,Robotics,Tunisia,3053184,712,2024-11-20,-1,0,-0.519047619047619,-0.5737704918032787
PalmoTek,Climate-Smart Agriculture,30,81,16.25,positif,neutre,10,Water Management,North Africa,1630725,181,2024-11-20,1,0,-0.8514851485148515,0.03846153846153855
PalmoTek,Agricultural Robotics,496,146,5.42,négatif,positif,10,Climate Change,Tunisia,4186282,766,2024-11-20,-1,1,15.533333333333335,0.8024691358024691
PalmoTek,Water Management,487,6,10.47,neutre,positif,9,IoT,Sub-Saharan Africa,4475680,709,2024-11-20,0,1,-0.01814516129032262,-0.9589041095890412
PalmoTek,Climate-Smart Agriculture,387,26,6.41,négatif,négatif,2,Drones,Europe,4207386,246,2024-11-20,-1,-1,-0.20533880903490764,3.333333333333333
PalmoTek,Water Management,422,254,15.01,négatif,neutre,10,Robotics,Sub-Saharan Africa,637677,611,2024-11-20,-1,0,0.0904392764857882,8.76923076923077
PalmoTek,IoT for Farming,336,224,11.44,négatif,négatif,3,AI,Sub-Saharan Africa,941367,170,2024-11-20,-1,-1,-0.2037914691943128,-0.11811023622047245
PalmoTek,Drones for Crop Monitoring,499,205,18.89,neutre,positif,4,Drones,Tunisia,4233586,562,2024-11-20,0,1,0.48511904761904767,-0.0848214285714286
PalmoTek,IoT for Farming,111,123,25.49,positif,neutre,6,Drones,North Africa,2095188,206,2024-11-21,1,0,-0.7775551102204409,-0.4
PalmoTek,AI in Agriculture,136,151,18.15,neutre,neutre,6,Precision Agriculture,Sub-Saharan Africa,4245648,995,2024-11-21,0,0,0.22522522522522515,0.22764227642276413
PalmoTek,Sustainable Agriculture,467,141,15.21,négatif,neutre,4,Drones,Tunisia,3292219,700,2024-11-21,-1,0,2.4338235294117645,-0.06622516556291391
PalmoTek,Water Management,474,292,13.12,positif,neutre,8,Precision Agriculture,North Africa,4533316,167,2024-11-21,1,0,0.01498929336188426,1.0709219858156027
PalmoTek,Water Management,376,278,19.87,négatif,négatif,5,Robotics,Tunisia,2805660,277,2024-11-21,-1,-1,-0.2067510548523207,-0.047945205479452024
PalmoTek,AI in Agriculture,264,59,2.02,positif,neutre,9,Climate Change,Sub-Saharan Africa,3662588,775,2024-11-21,1,0,-0.2978723404255319,-0.7877697841726619
PalmoTek,Agriculture 4.0,66,247,15.67,négatif,positif,10,Climate Change,North Africa,2467901,479,2024-11-21,-1,1,-0.75,3.186440677966102
PalmoTek,AI in Agriculture,78,73,5.32,neutre,positif,3,Sustainability,Tunisia,1649933,24,2024-11-21,0,1,0.18181818181818188,-0.7044534412955465
PalmoTek,IoT for Farming,182,283,13.31,positif,positif,8,Water Management,North Africa,406590,848,2024-11-21,1,1,1.3333333333333335,2.8767123287671232
PalmoTek,Agriculture 4.0,135,209,24.86,positif,neutre,10,AI,North Africa,2116853,261,2024-11-21,1,0,-0.2582417582417582,-0.2614840989399293
PalmoTek,Climate-Smart Agriculture,98,165,21.07,négatif,neutre,2,Water Management,North Africa,2652210,480,2024-11-21,-1,0,-0.274074074074074,-0.21052631578947367
PalmoTek,Drones for Crop Monitoring,162,300,15.33,neutre,positif,1,Precision Agriculture,Sub-Saharan Africa,2563256,594,2024-11-21,0,1,0.653061224489796,0.8181818181818181
PalmoTek,Smart Irrigation,453,53,11.14,négatif,négatif,6,Robotics,North Africa,86504,999,2024-11-21,-1,-1,1.7962962962962963,-0.8233333333333334
PalmoTek,Agriculture 4.0,279,52,9.52,négatif,négatif,6,Sustainability,Tunisia,1627232,810,2024-11-21,-1,-1,-0.3841059602649006,-0.018867924528301883
PalmoTek,AI in Agriculture,203,156,17.23,négatif,positif,5,Water Management,Europe,1088353,346,2024-11-21,-1,1,-0.2724014336917563,2.0
PalmoTek,Precision Agriculture,46,80,14.8,positif,positif,4,IoT,Sub-Saharan Africa,2581704,769,2024-11-21,1,1,-0.7733990147783252,-0.4871794871794872
PalmoTek,Drones for Crop Monitoring,81,151,3.32,négatif,positif,3,Precision Agriculture,Sub-Saharan Africa,2436777,229,2024-11-21,-1,1,0.7608695652173914,0.8875
PalmoTek,IoT for Farming,373,224,28.48,positif,positif,4,Drones,Tunisia,3814241,416,2024-11-21,1,1,3.6049382716049383,0.48344370860927155
PalmoTek,Agricultural Robotics,277,198,4.29,négatif,positif,3,Drones,Europe,4107081,176,2024-11-21,-1,1,-0.25737265415549593,-0.1160714285714286
PalmoTek,AI in Agriculture,495,159,28.35,neutre,neutre,8,Water Management,Tunisia,549820,734,2024-11-21,0,0,0.7870036101083033,-0.19696969696969702
PalmoTek,Water Management,489,15,25.98,neutre,négatif,1,Technology Adoption,Sub-Saharan Africa,3908429,789,2024-11-21,0,-1,-0.012121212121212088,-0.9056603773584906
PalmoTek,Agricultural Robotics,282,296,21.03,neutre,négatif,2,Robotics,Tunisia,4632645,50,2024-11-21,0,-1,-0.4233128834355828,18.733333333333334
PalmoTek,Agriculture 4.0,165,178,24.79,positif,négatif,8,Sustainability,Sub-Saharan Africa,2082613,382,2024-11-21,1,-1,-0.4148936170212766,-0.3986486486486487
PalmoTek,Drones for Crop Monitoring,461,258,4.09,positif,négatif,6,Technology Adoption,Tunisia,584705,983,2024-11-21,1,-1,1.793939393939394,0.449438202247191
PalmoTek,Sustainable Agriculture,381,131,24.05,neutre,positif,6,IoT,Tunisia,3416300,833,2024-11-21,0,1,-0.17353579175704992,-0.49224806201550386
PalmoTek,Precision Agriculture,322,188,19.05,neutre,neutre,5,Precision Agriculture,North Africa,1398849,914,2024-11-21,0,0,-0.1548556430446194,0.43511450381679384
PalmoTek,Agricultural Robotics,426,191,28.87,positif,neutre,1,Robotics,Global,4648342,787,2024-11-21,1,0,0.3229813664596273,0.015957446808510634
PalmoTek,AI in Agriculture,61,176,4.58,positif,positif,4,Robotics,Europe,1787247,570,2024-11-22,1,1,-0.8568075117370892,-0.07853403141361259
PalmoTek,Agriculture 4.0,227,132,3.12,positif,neutre,10,Robotics,North Africa,3953666,324,2024-11-22,1,0,2.721311475409836,-0.25
PalmoTek,Precision Agriculture,432,237,13.26,positif,négatif,10,Technology Adoption,Sub-Saharan Africa,4409716,750,2024-11-22,1,-1,0.9030837004405285,0.7954545454545454
PalmoTek,Smart Irrigation,265,7,29.77,neutre,positif,7,Technology Adoption,Global,2608692,972,2024-11-22,0,1,-0.38657407407407407,-0.9704641350210971
PalmoTek,Water Management,78,272,26.38,positif,positif,3,Drones,Global,2396871,230,2024-11-22,1,1,-0.7056603773584906,37.857142857142854
